training_id,emp_id,department,training_type,training_date,duration_hours,completion_status,score,cost_per_person,trainer_type,certification
TRN02278,EMP01710,Product,Data Analysis,2023-12-05,8,In Progress,82,15000,Online,0
TRN02279,EMP00477,Marketing,Project Management,2024-02-27,40,In Progress,68,10000,External,1
TRN02280,EMP00273,Legal,Product Knowledge,2020-08-12,8,In Progress,57,50000,Internal,1
TRN02281,EMP01583,Customer Success,Technical Skills,2021-06-14,16,Completed,77,15000,Online,0
TRN02282,EMP01391,Product,Communication,2022-08-31,24,Completed,54,50000,Online,1
TRN02283,EMP01875,Product,Communication,2022-02-18,40,Completed,50,50000,Online,1
TRN02284,EMP00740,Product,Sales Training,2022-10-02,4,Not Started,87,25000,Internal,0
TRN02285,EMP00901,Customer Success,Agile Scrum,2020-12-22,16,In Progress,73,5000,Internal,0
TRN02286,EMP01620,Data Analytics,Data Analysis,2024-06-19,16,Completed,85,5000,Internal,1
TRN02287,EMP00039,Operations,Compliance,2022-04-22,4,Completed,98,5000,Internal,0
TRN02288,EMP01545,HR,Technical Skills,2022-02-27,16,In Progress,94,50000,Online,0
TRN02289,EMP00779,Product,Project Management,2024-11-26,24,In Progress,50,5000,Online,0
TRN02290,EMP00800,Engineering,Data Analysis,2022-02-08,16,Completed,69,10000,External,0
TRN02291,EMP01146,Sales,Sales Training,2022-02-18,40,Completed,61,10000,External,0
TRN02292,EMP01106,Operations,Project Management,2022-02-23,16,In Progress,77,50000,Online,1
TRN02293,EMP00485,Data Analytics,Leadership,2024-10-12,4,Completed,78,50000,Internal,0
TRN02294,EMP00320,Finance,Project Management,2024-08-26,4,Not Started,54,50000,External,1
TRN02295,EMP00263,Product,Project Management,2020-01-13,4,In Progress,96,10000,External,1
TRN02296,EMP00491,Sales,Leadership,2020-07-02,16,Completed,80,5000,Internal,0
TRN02297,EMP00172,Product,Agile Scrum,2023-12-18,16,Completed,86,50000,External,0
TRN02298,EMP01805,Data Analytics,Sales Training,2022-11-09,40,Not Started,77,50000,External,0
TRN02299,EMP00436,Product,Technical Skills,2021-09-12,40,Completed,53,10000,Internal,1
TRN02300,EMP01682,Customer Success,Communication,2024-07-01,8,Completed,55,5000,External,1
TRN02301,EMP00541,Sales,Communication,2023-05-05,16,Completed,87,5000,Online,1
TRN02302,EMP01645,Engineering,Data Analysis,2024-04-02,40,Completed,86,5000,External,0
TRN02303,EMP00132,Legal,Excel & BI Tools,2022-05-16,16,Completed,99,5000,Internal,0
TRN02304,EMP00342,Legal,Excel & BI Tools,2022-12-01,24,Completed,73,10000,Online,0
TRN02305,EMP01449,HR,Technical Skills,2024-10-18,16,Completed,96,5000,External,0
TRN02306,EMP01807,Legal,Product Knowledge,2022-09-18,40,Not Started,54,25000,External,0
TRN02307,EMP01662,Marketing,Project Management,2022-07-08,24,Completed,86,10000,Internal,0
TRN02308,EMP00639,Finance,Technical Skills,2021-11-24,24,Completed,100,5000,External,0
TRN02309,EMP00062,HR,Sales Training,2021-04-11,8,Completed,54,25000,Internal,1
TRN02310,EMP01376,Marketing,Technical Skills,2022-06-23,16,Not Started,91,25000,Internal,0
TRN02311,EMP00861,Engineering,Technical Skills,2021-07-10,8,Not Started,67,50000,External,1
TRN02312,EMP01500,Data Analytics,Excel & BI Tools,2024-07-08,8,Completed,60,15000,Online,1
TRN02313,EMP01583,Customer Success,Agile Scrum,2021-10-28,16,Completed,69,10000,Internal,1
TRN02314,EMP00323,Finance,Communication,2023-07-10,40,Completed,63,50000,External,1
TRN02315,EMP00131,Data Analytics,Agile Scrum,2024-06-01,16,Completed,66,50000,External,0
TRN02316,EMP01778,Marketing,Data Analysis,2022-10-08,40,Completed,74,50000,External,0
TRN02317,EMP01997,Product,Compliance,2020-11-23,8,Not Started,68,10000,Internal,1
TRN02318,EMP00195,Customer Success,Project Management,2024-07-31,4,Completed,86,25000,External,0
TRN02319,EMP01319,Engineering,Communication,2024-12-27,24,Completed,98,50000,Online,1
TRN02320,EMP01301,Customer Success,Excel & BI Tools,2020-11-06,4,Not Started,75,25000,Internal,1
TRN02321,EMP01794,Customer Success,Project Management,2022-01-04,24,Not Started,61,15000,External,0
TRN02322,EMP00855,Customer Success,Compliance,2023-06-17,40,Completed,74,15000,Online,1
TRN02323,EMP00106,Legal,Leadership,2021-03-22,16,Not Started,82,10000,Internal,0
TRN02324,EMP01669,Legal,Agile Scrum,2020-10-22,8,Completed,77,15000,External,0
TRN02325,EMP01724,HR,Project Management,2024-04-14,8,Completed,86,50000,Online,1
TRN02326,EMP00286,Engineering,Data Analysis,2024-06-16,4,Completed,54,25000,Internal,0
TRN02327,EMP00885,HR,Communication,2022-08-11,24,Completed,77,25000,Internal,1
TRN02328,EMP01173,Sales,Sales Training,2021-03-24,24,Not Started,75,50000,Online,1
TRN02329,EMP01115,Operations,Technical Skills,2020-11-30,8,Not Started,90,50000,Online,0
TRN02330,EMP00548,Marketing,Excel & BI Tools,2024-08-20,8,Completed,98,25000,Online,0
TRN02331,EMP01194,Data Analytics,Product Knowledge,2020-05-31,16,Completed,70,50000,Online,0
TRN02332,EMP00833,Product,Leadership,2022-03-28,4,Completed,89,25000,External,0
TRN02333,EMP01789,Data Analytics,Agile Scrum,2023-05-14,16,Completed,81,25000,Internal,0
TRN02334,EMP01878,Customer Success,Excel & BI Tools,2024-03-02,4,Completed,97,5000,External,0
TRN02335,EMP00389,Customer Success,Communication,2023-05-19,8,Completed,54,10000,Online,0
TRN02336,EMP00652,Operations,Project Management,2024-06-17,8,Completed,82,10000,Online,1
TRN02337,EMP01468,Data Analytics,Data Analysis,2022-02-02,40,Not Started,83,25000,Online,1
TRN02338,EMP01818,HR,Agile Scrum,2023-09-19,4,Completed,61,50000,Online,0
TRN02339,EMP01949,Product,Excel & BI Tools,2022-03-21,4,Not Started,55,15000,Internal,1
TRN02340,EMP01808,Legal,Technical Skills,2020-08-10,8,Completed,66,50000,Online,1
TRN02341,EMP01440,Data Analytics,Product Knowledge,2021-07-31,8,Not Started,67,10000,Online,0
TRN02342,EMP00224,Sales,Sales Training,2020-03-10,24,Completed,87,15000,Online,1
TRN02343,EMP01105,Customer Success,Leadership,2021-12-28,40,Completed,70,25000,External,0
TRN02344,EMP01887,Marketing,Agile Scrum,2022-03-14,4,Completed,65,25000,Internal,0
TRN02345,EMP01105,Customer Success,Data Analysis,2020-07-24,24,Not Started,99,25000,Internal,0
TRN02346,EMP00306,Data Analytics,Compliance,2020-08-26,16,Completed,52,50000,External,1
TRN02347,EMP00174,HR,Agile Scrum,2023-12-21,4,Completed,58,50000,External,0
TRN02348,EMP01724,HR,Product Knowledge,2022-10-11,24,In Progress,64,5000,External,1
TRN02349,EMP01540,Customer Success,Agile Scrum,2020-02-26,4,Completed,54,25000,External,1
TRN02350,EMP01235,Legal,Technical Skills,2024-10-05,40,Completed,85,25000,External,0
TRN02351,EMP00364,Marketing,Excel & BI Tools,2023-05-18,24,Completed,51,25000,Online,1
TRN02352,EMP01271,Customer Success,Project Management,2023-07-02,40,In Progress,86,10000,Internal,1
TRN02353,EMP01363,Sales,Agile Scrum,2020-08-27,4,Completed,62,50000,External,1
TRN02354,EMP00163,Engineering,Excel & BI Tools,2022-10-16,24,Completed,55,25000,External,0
TRN02355,EMP01339,Engineering,Agile Scrum,2023-07-13,8,Completed,58,15000,External,1
TRN02356,EMP00484,Engineering,Project Management,2022-01-03,40,Completed,70,50000,Online,0
TRN02357,EMP00154,Legal,Project Management,2021-02-26,8,Completed,79,25000,Internal,0
TRN02358,EMP00723,Sales,Data Analysis,2020-09-02,8,Not Started,52,50000,Internal,1
TRN02359,EMP00833,Product,Project Management,2020-04-16,16,Completed,76,10000,External,0
TRN02360,EMP01607,Marketing,Technical Skills,2020-07-28,8,In Progress,89,15000,Online,1
TRN02361,EMP00779,Product,Technical Skills,2024-03-13,16,Not Started,95,25000,External,1
TRN02362,EMP01014,Finance,Leadership,2020-07-02,4,Completed,50,5000,External,0
TRN02363,EMP00644,Data Analytics,Product Knowledge,2020-02-13,24,Completed,65,15000,Online,0
TRN02364,EMP00007,Marketing,Product Knowledge,2024-06-14,16,Completed,76,25000,External,0
TRN02365,EMP00746,Legal,Excel & BI Tools,2024-05-11,24,Completed,89,25000,Internal,0
TRN02366,EMP00152,Product,Agile Scrum,2022-12-27,40,Completed,81,25000,Internal,0
TRN02367,EMP01460,Customer Success,Sales Training,2024-12-17,24,Not Started,50,15000,External,1
TRN02368,EMP00979,Product,Compliance,2023-03-09,16,Completed,92,10000,External,1
TRN02369,EMP00152,Product,Data Analysis,2023-11-11,4,Completed,52,25000,Internal,1
TRN02370,EMP01063,Marketing,Data Analysis,2021-01-07,40,Completed,56,15000,Internal,1
TRN02371,EMP01860,Engineering,Sales Training,2022-05-25,4,In Progress,51,25000,Online,1
TRN02372,EMP00027,HR,Sales Training,2024-11-26,40,Completed,55,15000,External,0
TRN02373,EMP01896,Customer Success,Product Knowledge,2020-01-06,8,Completed,54,15000,Online,0
TRN02374,EMP00248,Sales,Project Management,2020-05-07,24,Completed,82,10000,Internal,0
TRN02375,EMP00251,Finance,Project Management,2021-11-17,40,Completed,73,5000,Internal,1
TRN02376,EMP01983,Product,Leadership,2021-07-18,24,Completed,72,10000,Internal,0
TRN02377,EMP00326,Product,Data Analysis,2023-07-16,24,Completed,95,50000,Online,1
TRN02378,EMP01945,Engineering,Excel & BI Tools,2023-06-27,8,In Progress,81,25000,Internal,0
TRN02379,EMP01450,Product,Data Analysis,2023-07-02,16,Completed,57,5000,Internal,0
TRN02380,EMP01509,Customer Success,Technical Skills,2023-08-13,4,Completed,55,25000,Online,0
TRN02381,EMP01402,HR,Leadership,2020-07-04,24,In Progress,69,5000,Online,1
TRN02382,EMP01491,Marketing,Product Knowledge,2022-12-07,8,Completed,82,50000,Internal,0
TRN02383,EMP01760,Legal,Project Management,2021-05-19,40,Completed,98,15000,External,0
TRN02384,EMP01146,Sales,Agile Scrum,2020-06-28,16,Completed,96,25000,Internal,0
TRN02385,EMP01789,Data Analytics,Leadership,2022-04-06,24,In Progress,87,10000,Internal,0
TRN02386,EMP01672,Finance,Compliance,2022-05-21,16,Completed,84,5000,Internal,0
TRN02387,EMP00247,Product,Product Knowledge,2024-02-03,16,Completed,87,50000,Internal,1
TRN02388,EMP01643,Legal,Communication,2021-12-29,16,Completed,68,15000,Online,0
TRN02389,EMP00629,Customer Success,Agile Scrum,2024-12-04,4,Completed,84,10000,External,0
TRN02390,EMP00725,Engineering,Project Management,2022-12-05,16,Completed,54,25000,External,0
TRN02391,EMP00571,Sales,Leadership,2020-07-08,4,Completed,97,50000,Online,1
TRN02392,EMP01658,Operations,Sales Training,2021-02-13,4,Completed,70,50000,Internal,0
TRN02393,EMP01215,Legal,Agile Scrum,2023-09-30,24,Completed,66,25000,Internal,0
TRN02394,EMP00194,Engineering,Project Management,2020-02-11,40,Completed,52,5000,Online,0
TRN02395,EMP00553,Product,Product Knowledge,2022-02-17,24,Completed,70,25000,External,1
TRN02396,EMP00707,Finance,Leadership,2021-04-20,16,Completed,99,50000,Online,1
TRN02397,EMP01379,Customer Success,Technical Skills,2024-12-03,4,Completed,59,25000,Online,0
TRN02398,EMP00959,Marketing,Leadership,2023-09-05,40,Completed,76,15000,External,0
TRN02399,EMP01770,Engineering,Leadership,2021-04-08,4,Completed,72,15000,Online,0
TRN02400,EMP00728,Customer Success,Product Knowledge,2022-06-01,4,Completed,61,50000,Online,0
TRN02401,EMP00529,Marketing,Sales Training,2021-09-18,16,Not Started,96,10000,Online,1
TRN02402,EMP00757,Finance,Data Analysis,2022-01-22,24,In Progress,78,15000,Internal,1
TRN02403,EMP00384,Customer Success,Sales Training,2022-03-08,16,Completed,51,25000,Internal,0
TRN02404,EMP00133,Engineering,Communication,2022-09-17,8,In Progress,70,50000,Internal,0
TRN02405,EMP00326,Product,Excel & BI Tools,2021-02-15,16,Completed,86,10000,External,0
TRN02406,EMP00979,Product,Product Knowledge,2021-09-19,16,Completed,86,5000,External,0
TRN02407,EMP01062,HR,Compliance,2024-03-18,16,Completed,85,15000,External,1
TRN02408,EMP01829,Customer Success,Communication,2023-04-09,40,In Progress,72,50000,External,0
TRN02409,EMP01845,Legal,Data Analysis,2021-10-21,40,Completed,87,15000,Internal,1
TRN02410,EMP00187,Product,Data Analysis,2023-12-26,24,Completed,50,10000,External,0
TRN02411,EMP01610,Marketing,Product Knowledge,2020-08-22,16,Completed,70,10000,Online,0
TRN02412,EMP00999,Marketing,Product Knowledge,2022-01-28,40,Completed,79,50000,Online,0
TRN02413,EMP00547,Finance,Excel & BI Tools,2022-02-06,4,In Progress,61,15000,Online,0
TRN02414,EMP01450,Product,Excel & BI Tools,2021-05-06,8,Completed,51,5000,External,0
TRN02415,EMP01141,HR,Sales Training,2024-07-21,8,Completed,86,15000,Online,1
TRN02416,EMP00103,Sales,Compliance,2023-10-17,4,Not Started,93,25000,Online,1
TRN02417,EMP00158,Data Analytics,Excel & BI Tools,2024-02-01,4,Not Started,86,50000,Online,0
TRN02418,EMP00341,Operations,Technical Skills,2024-04-27,24,Completed,97,25000,Online,1
TRN02419,EMP00002,Sales,Product Knowledge,2020-03-19,16,In Progress,85,10000,Online,1
TRN02420,EMP01185,HR,Compliance,2022-05-14,8,Completed,52,5000,Online,0
TRN02421,EMP00814,Data Analytics,Communication,2024-07-15,4,In Progress,65,10000,Internal,0
TRN02422,EMP01776,Marketing,Project Management,2022-03-22,24,Completed,59,15000,Online,0
TRN02423,EMP00609,Customer Success,Communication,2020-09-08,4,Completed,89,50000,External,1
TRN02424,EMP01492,Customer Success,Compliance,2024-01-08,4,Completed,97,25000,Internal,1
TRN02425,EMP00818,Engineering,Product Knowledge,2020-04-11,4,Completed,52,25000,Online,0
TRN02426,EMP00819,Product,Technical Skills,2022-03-02,8,Completed,64,50000,External,0
TRN02427,EMP01571,Sales,Communication,2021-06-09,8,Completed,69,10000,External,1
TRN02428,EMP01715,HR,Technical Skills,2021-06-16,24,Completed,100,50000,External,1
TRN02429,EMP01823,Finance,Technical Skills,2022-03-12,40,Completed,60,10000,Online,1
TRN02430,EMP01111,Marketing,Communication,2021-04-26,24,Completed,96,10000,Internal,0
TRN02431,EMP01402,HR,Technical Skills,2021-10-10,24,Completed,83,50000,Online,0
TRN02432,EMP00293,HR,Product Knowledge,2020-03-26,8,Completed,97,25000,Internal,1
TRN02433,EMP01031,Engineering,Agile Scrum,2024-04-03,8,Completed,85,10000,Internal,1
TRN02434,EMP00372,Data Analytics,Excel & BI Tools,2021-08-30,8,Completed,58,15000,Internal,0
TRN02435,EMP01938,Sales,Compliance,2020-01-21,8,Completed,90,5000,Online,0
TRN02436,EMP01566,Legal,Data Analysis,2021-01-13,8,In Progress,95,50000,External,0
TRN02437,EMP00623,Operations,Leadership,2024-07-19,24,Completed,97,15000,Internal,1
TRN02438,EMP00734,Sales,Data Analysis,2021-10-01,40,Completed,92,25000,External,1
TRN02439,EMP00237,Marketing,Sales Training,2023-04-11,8,Completed,55,50000,Online,1
TRN02440,EMP00216,Data Analytics,Excel & BI Tools,2020-10-02,16,In Progress,94,25000,Online,0
TRN02441,EMP00732,Marketing,Product Knowledge,2024-02-18,24,Completed,99,15000,External,0
TRN02442,EMP01595,Sales,Compliance,2023-07-16,4,Completed,56,5000,Internal,0
TRN02443,EMP01524,Sales,Agile Scrum,2021-07-05,4,Completed,85,15000,External,0
TRN02444,EMP00670,Finance,Agile Scrum,2020-04-10,40,Not Started,79,15000,Online,1
TRN02445,EMP01461,Product,Sales Training,2023-01-07,8,In Progress,63,50000,External,0
TRN02446,EMP01206,Marketing,Technical Skills,2022-11-20,24,Completed,72,50000,Internal,1
TRN02447,EMP00506,Customer Success,Project Management,2022-12-05,4,Completed,62,15000,Online,0
TRN02448,EMP00730,Data Analytics,Product Knowledge,2021-06-26,8,Completed,99,5000,Online,0
TRN02449,EMP01264,Product,Product Knowledge,2024-10-26,40,Completed,58,5000,External,0
TRN02450,EMP00412,Sales,Technical Skills,2021-06-29,40,Completed,55,10000,External,1
TRN02451,EMP00028,Operations,Excel & BI Tools,2021-05-23,40,Completed,58,25000,Internal,1
TRN02452,EMP00671,Sales,Excel & BI Tools,2020-05-19,8,Completed,65,10000,Internal,0
TRN02453,EMP00161,Sales,Data Analysis,2020-05-31,24,Completed,56,10000,External,0
TRN02454,EMP01926,Marketing,Leadership,2024-09-29,8,Completed,59,10000,Online,0
TRN02455,EMP00059,Marketing,Sales Training,2022-12-15,16,Completed,51,10000,Internal,0
TRN02456,EMP01565,Marketing,Communication,2024-01-11,40,In Progress,54,25000,Internal,1
TRN02457,EMP00801,Legal,Leadership,2022-03-25,8,Completed,75,10000,Internal,0
TRN02458,EMP00412,Sales,Product Knowledge,2021-05-20,4,Completed,77,25000,Online,1
TRN02459,EMP01620,Data Analytics,Project Management,2023-09-28,40,Completed,53,15000,Online,0
TRN02460,EMP00748,Sales,Communication,2023-05-20,4,In Progress,74,15000,External,0
TRN02461,EMP01436,Legal,Agile Scrum,2021-01-30,24,Completed,74,5000,External,1
TRN02462,EMP01221,Operations,Project Management,2020-08-19,24,Not Started,56,15000,External,1
TRN02463,EMP00676,Finance,Sales Training,2021-11-21,40,Completed,71,15000,Online,1
TRN02464,EMP01046,Engineering,Data Analysis,2022-07-10,24,Not Started,78,10000,External,1
TRN02465,EMP00283,Finance,Agile Scrum,2023-05-14,4,Completed,96,25000,External,1
TRN02466,EMP00455,Engineering,Sales Training,2021-04-26,24,Completed,71,25000,External,1
TRN02467,EMP01827,Customer Success,Technical Skills,2021-02-13,8,Completed,63,5000,Internal,0
TRN02468,EMP00217,Marketing,Agile Scrum,2024-12-29,4,Not Started,57,5000,External,0
TRN02469,EMP01511,Data Analytics,Communication,2022-10-15,40,Completed,58,50000,External,0
TRN02470,EMP00254,Legal,Project Management,2024-07-03,4,In Progress,82,5000,Internal,0
TRN02471,EMP01657,Legal,Agile Scrum,2024-09-01,4,In Progress,91,15000,External,0
TRN02472,EMP00564,Data Analytics,Product Knowledge,2022-06-30,8,In Progress,74,10000,Internal,1
TRN02473,EMP00792,Engineering,Project Management,2022-12-10,40,Completed,70,10000,External,1
TRN02474,EMP00571,Sales,Compliance,2020-12-16,40,Completed,55,50000,External,0
TRN02475,EMP00829,HR,Leadership,2021-07-27,40,In Progress,84,25000,Online,0
TRN02476,EMP00685,Legal,Compliance,2023-08-18,40,Completed,86,15000,Online,1
TRN02477,EMP01333,Legal,Technical Skills,2022-05-30,4,Completed,65,5000,Online,0
TRN02478,EMP00240,Product,Excel & BI Tools,2020-04-26,4,Completed,68,15000,Internal,1
TRN02479,EMP01001,Legal,Data Analysis,2021-11-17,24,Completed,71,15000,External,0
TRN02480,EMP00091,HR,Product Knowledge,2024-12-30,4,In Progress,54,10000,External,0
TRN02481,EMP00101,Operations,Excel & BI Tools,2024-05-14,40,In Progress,78,5000,Online,0
TRN02482,EMP01574,Sales,Communication,2024-06-04,16,Completed,62,15000,External,1
TRN02483,EMP01142,Product,Excel & BI Tools,2024-02-13,4,Completed,72,10000,Internal,1
TRN02484,EMP01618,Product,Data Analysis,2024-03-09,4,Completed,63,10000,Online,1
TRN02485,EMP01233,Finance,Data Analysis,2020-08-03,40,Completed,64,25000,Internal,0
TRN02486,EMP01882,Legal,Project Management,2023-05-08,24,Completed,80,25000,Online,1
TRN02487,EMP01293,Sales,Communication,2020-03-05,40,Completed,84,15000,External,1
TRN02488,EMP01630,Legal,Data Analysis,2024-04-16,8,Completed,58,15000,Online,0
TRN02489,EMP01490,Operations,Project Management,2020-10-20,40,Not Started,56,25000,Internal,0
TRN02490,EMP00658,Engineering,Product Knowledge,2021-02-20,4,Completed,64,10000,Internal,0
TRN02491,EMP00384,Customer Success,Agile Scrum,2021-06-12,4,Completed,62,15000,External,0
TRN02492,EMP00015,HR,Agile Scrum,2021-10-19,16,Completed,61,50000,Online,0
TRN02493,EMP01084,Marketing,Communication,2024-12-05,8,Completed,60,5000,Online,0
TRN02494,EMP00630,Product,Technical Skills,2023-04-20,24,Completed,69,5000,Online,0
TRN02495,EMP00238,Product,Project Management,2023-01-12,40,Completed,73,50000,Online,1
TRN02496,EMP00094,Operations,Compliance,2021-05-17,8,Completed,88,10000,External,0
TRN02497,EMP00478,Data Analytics,Leadership,2021-10-20,16,Completed,99,50000,Internal,0
TRN02498,EMP00706,Sales,Project Management,2022-10-31,40,Completed,50,25000,Online,0
TRN02499,EMP01640,Customer Success,Communication,2021-06-06,4,Completed,82,25000,Online,0
TRN02500,EMP00085,Operations,Agile Scrum,2021-06-01,40,Completed,66,5000,External,1
TRN02501,EMP01086,Legal,Agile Scrum,2022-01-17,4,Completed,83,50000,Internal,1
TRN02502,EMP01937,Sales,Excel & BI Tools,2020-08-01,4,Completed,99,5000,External,0
TRN02503,EMP01087,Legal,Communication,2022-12-19,40,Completed,91,50000,Internal,1
TRN02504,EMP00028,Operations,Excel & BI Tools,2022-04-03,24,Completed,99,5000,Online,0
TRN02505,EMP00422,HR,Compliance,2022-05-13,4,Completed,60,5000,External,0
TRN02506,EMP00527,Finance,Sales Training,2022-08-18,16,Completed,63,5000,Online,0
TRN02507,EMP00590,Engineering,Data Analysis,2020-03-16,16,In Progress,68,25000,Online,0
TRN02508,EMP01961,Legal,Communication,2021-11-23,8,Completed,73,25000,Internal,1
TRN02509,EMP00575,Marketing,Sales Training,2020-06-16,24,Completed,67,15000,Internal,0
TRN02510,EMP01815,Customer Success,Communication,2021-05-24,40,Completed,63,25000,Internal,1
TRN02511,EMP00375,Operations,Communication,2023-07-10,16,Completed,76,5000,External,0
TRN02512,EMP01158,Sales,Sales Training,2022-08-16,16,In Progress,56,10000,External,1
TRN02513,EMP00006,HR,Agile Scrum,2021-08-20,24,In Progress,64,5000,External,0
TRN02514,EMP01877,Data Analytics,Project Management,2021-12-18,8,Completed,60,25000,External,0
TRN02515,EMP01560,Legal,Communication,2021-06-20,40,Completed,92,10000,External,1
TRN02516,EMP00902,Sales,Technical Skills,2020-12-20,4,Completed,53,25000,Online,0
TRN02517,EMP00316,Customer Success,Leadership,2020-04-14,16,In Progress,92,5000,Internal,1
TRN02518,EMP00964,Data Analytics,Project Management,2022-04-26,40,Not Started,94,25000,Online,0
TRN02519,EMP00357,Operations,Agile Scrum,2024-09-16,16,Completed,98,5000,External,1
TRN02520,EMP01353,Operations,Data Analysis,2023-05-06,40,Completed,73,50000,Online,0
TRN02521,EMP01139,HR,Agile Scrum,2021-08-16,24,Completed,68,15000,Internal,0
TRN02522,EMP01778,Marketing,Communication,2022-09-19,40,Completed,61,10000,Internal,1
TRN02523,EMP00922,Marketing,Compliance,2024-02-05,8,Completed,61,5000,External,1
TRN02524,EMP01084,Marketing,Project Management,2022-05-12,40,Completed,93,50000,External,0
TRN02525,EMP00150,Sales,Excel & BI Tools,2023-03-08,40,Completed,60,15000,Internal,0
TRN02526,EMP00876,Finance,Excel & BI Tools,2023-11-16,24,In Progress,76,15000,Online,0
TRN02527,EMP01804,Operations,Project Management,2023-03-24,40,Completed,85,10000,Online,0
TRN02528,EMP00680,Engineering,Product Knowledge,2021-07-17,40,Completed,96,15000,Internal,0
TRN02529,EMP00044,Finance,Leadership,2024-01-20,4,Completed,51,25000,External,0
TRN02530,EMP00379,Marketing,Compliance,2022-10-20,4,Completed,90,5000,External,0
TRN02531,EMP00243,Data Analytics,Sales Training,2024-01-07,16,In Progress,99,50000,Internal,1
TRN02532,EMP01858,HR,Communication,2023-11-19,24,Completed,82,15000,Online,0
TRN02533,EMP00692,Sales,Sales Training,2024-10-26,40,Completed,85,10000,Internal,1
TRN02534,EMP00941,Customer Success,Excel & BI Tools,2020-11-08,40,In Progress,61,50000,Online,0
TRN02535,EMP01205,HR,Project Management,2022-10-08,40,Completed,87,25000,Online,0
TRN02536,EMP01064,Marketing,Sales Training,2024-09-15,24,Completed,76,15000,Online,0
TRN02537,EMP01186,Legal,Agile Scrum,2024-03-24,8,Completed,80,15000,External,0
TRN02538,EMP01171,Engineering,Data Analysis,2023-04-29,4,Completed,84,15000,External,0
TRN02539,EMP01097,Finance,Product Knowledge,2022-08-12,16,Completed,62,50000,External,0
TRN02540,EMP01017,Operations,Sales Training,2024-07-26,16,Completed,57,25000,Internal,0
TRN02541,EMP01238,Marketing,Agile Scrum,2023-11-12,8,Completed,82,25000,Internal,1
TRN02542,EMP01613,Operations,Leadership,2024-09-04,24,Completed,52,50000,Online,1
TRN02543,EMP00161,Sales,Leadership,2020-06-06,40,Completed,51,10000,Online,0
TRN02544,EMP01064,Marketing,Communication,2024-04-18,8,Completed,73,25000,External,1
TRN02545,EMP01335,HR,Sales Training,2022-02-14,16,Completed,70,10000,Online,0
TRN02546,EMP00958,Sales,Sales Training,2024-03-21,4,In Progress,53,50000,External,0
TRN02547,EMP00712,Legal,Sales Training,2022-10-15,40,Completed,83,50000,External,1
TRN02548,EMP01250,Legal,Project Management,2022-12-10,24,Completed,78,50000,Internal,0
TRN02549,EMP01945,Engineering,Compliance,2020-08-22,8,Completed,69,10000,Online,1
TRN02550,EMP01931,Operations,Product Knowledge,2020-05-23,24,Completed,84,15000,External,0
TRN02551,EMP00643,Product,Excel & BI Tools,2024-12-11,40,Completed,83,15000,Internal,1
TRN02552,EMP00244,Marketing,Leadership,2023-12-27,16,Completed,84,10000,Online,0
TRN02553,EMP00754,Data Analytics,Product Knowledge,2022-01-10,24,Completed,80,25000,External,0
TRN02554,EMP00133,Engineering,Agile Scrum,2021-06-04,8,Completed,77,25000,Internal,1
TRN02555,EMP00820,Product,Compliance,2021-04-04,24,Completed,98,5000,Online,0
TRN02556,EMP01287,Customer Success,Data Analysis,2023-12-30,40,Completed,76,15000,Internal,0
TRN02557,EMP01319,Engineering,Compliance,2021-08-22,8,In Progress,81,10000,Online,0
TRN02558,EMP01496,Product,Technical Skills,2024-08-24,40,Completed,78,10000,External,0
TRN02559,EMP00497,Data Analytics,Agile Scrum,2022-03-27,16,Completed,66,15000,Online,0
TRN02560,EMP01141,HR,Compliance,2022-01-28,24,Completed,65,50000,Internal,0
TRN02561,EMP01288,Product,Compliance,2020-07-20,40,Completed,79,5000,Internal,0
TRN02562,EMP00378,Legal,Sales Training,2020-02-07,40,Completed,52,50000,Online,1
TRN02563,EMP00104,Product,Communication,2022-08-13,24,In Progress,90,25000,Internal,1
TRN02564,EMP00473,Legal,Agile Scrum,2022-11-02,16,Completed,67,25000,Internal,1
TRN02565,EMP00924,HR,Sales Training,2021-05-12,40,Completed,61,15000,Online,0
TRN02566,EMP01177,Product,Project Management,2023-01-28,4,Not Started,68,15000,Online,0
TRN02567,EMP01251,Operations,Sales Training,2021-06-07,16,In Progress,87,15000,Internal,0
TRN02568,EMP00609,Customer Success,Agile Scrum,2021-05-17,16,Completed,65,25000,External,1
TRN02569,EMP01141,HR,Data Analysis,2022-11-15,24,Completed,68,10000,Online,1
TRN02570,EMP00352,Marketing,Excel & BI Tools,2024-09-08,40,In Progress,80,50000,Online,0
TRN02571,EMP00855,Customer Success,Product Knowledge,2021-07-21,16,In Progress,54,15000,Online,0
TRN02572,EMP01176,Finance,Data Analysis,2020-03-17,4,Completed,81,10000,External,1
TRN02573,EMP00931,Operations,Data Analysis,2024-02-06,8,Completed,72,10000,External,0
TRN02574,EMP01670,Customer Success,Sales Training,2023-08-06,4,Completed,93,25000,External,1
TRN02575,EMP00575,Marketing,Project Management,2024-10-22,24,Completed,53,15000,External,0
TRN02576,EMP01010,Sales,Sales Training,2023-04-22,40,Completed,83,10000,Internal,0
TRN02577,EMP00441,Data Analytics,Technical Skills,2021-10-27,40,Not Started,62,25000,Online,1
TRN02578,EMP01696,Product,Technical Skills,2020-01-16,40,Completed,53,50000,Internal,1
